Location,Theme,Word,Frequency,Sentiment,Month
Central Park,Foods,gourmet,29,-0.08,2020-05
Central Park,Foods,gourmet,29,0.8,2020-06
Central Park,Foods,gourmet,22,0.08,2020-07
Central Park,Foods,gourmet,32,0.23,2020-08
Central Park,Foods,gourmet,38,-0.71,2020-09
Central Park,Foods,gourmet,28,0.23,2020-10
Central Park,Foods,gourmet,31,-0.38,2020-11
Central Park,Foods,gourmet,40,0.29,2020-12
Central Park,Foods,specialty,14,-0.6,2020-01
Central Park,Foods,specialty,37,0.82,2020-02
Central Park,Foods,specialty,14,-0.9,2020-03
Central Park,Foods,specialty,14,0.44,2020-04
Central Park,Foods,specialty,26,-0.16,2020-05
Central Park,Foods,specialty,26,-0.15,2020-06
Central Park,Foods,specialty,15,0.41,2020-07
Central Park,Foods,specialty,18,0.03,2020-08
Central Park,Foods,specialty,24,0.35,2020-09
Central Park,Foods,specialty,24,-0.52,2020-10
Central Park,Foods,specialty,20,-0.0,2020-11
Central Park,Foods,specialty,22,-0.48,2020-12
Central Park,Foods,snack,20,0.44,2020-01
Central Park,Foods,snack,25,0.39,2020-02
Central Park,Foods,snack,19,-0.15,2020-03
Central Park,Foods,snack,29,0.8,2020-04
Central Park,Foods,snack,34,-0.82,2020-05
Central Park,Foods,snack,22,0.37,2020-06
Central Park,Foods,snack,32,0.18,2020-07
Central Park,Foods,snack,22,0.89,2020-08
Central Park,Foods,snack,26,0.51,2020-09
Central Park,Foods,snack,12,-0.75,2020-10
Central Park,Foods,snack,15,-0.71,2020-11
Central Park,Foods,snack,15,-0.79,2020-12
Central Park,Foods,dessert,10,-0.18,2020-01
Central Park,Foods,dessert,16,0.03,2020-02
Central Park,Foods,dessert,20,-0.32,2020-03
Central Park,Foods,dessert,15,0.19,2020-04
Central Park,Foods,dessert,14,-0.24,2020-05
Central Park,Foods,dessert,21,0.05,2020-06
Central Park,Foods,dessert,18,0.29,2020-07
Central Park,Foods,dessert,23,0.85,2020-08
Central Park,Foods,dessert,27,0.55,2020-09
Central Park,Foods,dessert,20,0.39,2020-10
Central Park,Foods,dessert,15,-0.73,2020-11
Central Park,Foods,dessert,19,-0.86,2020-12
Central Park,Foods,breakfast,14,-0.73,2020-01
Central Park,Foods,breakfast,19,0.08,2020-02
Central Park,Foods,breakfast,14,0.86,2020-03
Central Park,Foods,breakfast,26,-0.99,2020-04
Central Park,Foods,breakfast,25,0.51,2020-05
Central Park,Foods,breakfast,14,-0.76,2020-06
Central Park,Foods,breakfast,29,-0.07,2020-07
Central Park,Foods,breakfast,5,-0.15,2020-08
Central Park,Foods,breakfast,4,0.29,2020-09
Central Park,Foods,breakfast,14,-0.85,2020-10
Central Park,Foods,breakfast,10,-0.02,2020-11
Central Park,Foods,breakfast,9,-0.92,2020-12
Central Park,Foods,lunch,12,-0.31,2020-01
Central Park,Foods,lunch,9,-0.28,2020-02
Central Park,Foods,lunch,10,0.92,2020-03
Central Park,Foods,lunch,24,0.74,2020-04
Central Park,Foods,lunch,18,-0.84,2020-05
Central Park,Foods,lunch,11,-0.02,2020-06
Central Park,Foods,lunch,14,0.53,2020-07
Central Park,Foods,lunch,13,0.69,2020-08
Central Park,Foods,lunch,19,0.5,2020-09
Central Park,Foods,lunch,15,-0.8,2020-10
Central Park,Foods,lunch,16,0.81,2020-11
Central Park,Foods,lunch,1,0.43,2020-12
Central Park,Foods,dinner,21,0.51,2020-01
Central Park,Foods,dinner,23,0.98,2020-02
Central Park,Foods,dinner,4,0.65,2020-03
Central Park,Foods,dinner,14,-0.05,2020-04
Central Park,Foods,dinner,5,-0.3,2020-05
Central Park,Foods,dinner,6,0.07,2020-06
Central Park,Foods,dinner,20,-0.29,2020-07
Central Park,Foods,dinner,12,-0.19,2020-08
Central Park,Foods,dinner,21,0.11,2020-09
Central Park,Foods,dinner,17,0.92,2020-10
Central Park,Foods,dinner,19,-0.02,2020-11
Central Park,Foods,dinner,15,-0.98,2020-12
Central Park,Foods,buffet,12,-0.59,2020-01
Central Park,Foods,buffet,5,1.0,2020-02
Central Park,Foods,buffet,3,-0.22,2020-03
Central Park,Foods,buffet,6,-0.58,2020-04
Central Park,Foods,buffet,17,-0.25,2020-05
Central Park,Foods,buffet,4,0.3,2020-07
Central Park,Foods,buffet,7,-0.92,2020-08
Central Park,Foods,buffet,15,0.24,2020-09
Central Park,Foods,buffet,10,-0.42,2020-10
Central Park,Foods,buffet,8,0.36,2020-11
Central Park,Foods,buffet,12,0.52,2020-12
Central Park,Foods,organic,18,0.52,2020-01
Central Park,Foods,organic,17,0.33,2020-02
Central Park,Foods,organic,7,0.61,2020-03
Central Park,Foods,organic,15,-0.52,2020-04
Central Park,Foods,organic,2,0.74,2020-06
Central Park,Foods,organic,13,0.83,2020-07
Central Park,Foods,organic,2,0.71,2020-08
Central Park,Foods,organic,3,-0.98,2020-09
Central Park,Foods,organic,13,-0.44,2020-11
Central Park,Foods,organic,13,0.54,2020-12
Central Park,Foods,sweet,46,-0.71,2020-01
Central Park,Foods,sweet,52,-0.71,2020-01
Central Park,Foods,sweet,38,0.23,2020-02
Central Park,Foods,sweet,41,0.23,2020-02
Central Park,Foods,sweet,42,0.09,2020-03
Central Park,Foods,sweet,45,0.09,2020-03
Central Park,Foods,sweet,41,-0.33,2020-04
Central Park,Foods,sweet,50,-0.33,2020-04
Central Park,Foods,sweet,59,0.99,2020-05
Central Park,Foods,sweet,57,0.99,2020-05
Central Park,Foods,sweet,55,-0.55,2020-06
Central Park,Foods,sweet,47,-0.55,2020-06
Central Park,Foods,sweet,57,1.0,2020-07
Central Park,Foods,sweet,49,1.0,2020-07
Central Park,Foods,sweet,38,-0.57,2020-08
Central Park,Foods,sweet,39,-0.57,2020-08
Central Park,Foods,sweet,41,-0.96,2020-09
Central Park,Foods,sweet,37,-0.96,2020-09
Central Park,Foods,sweet,53,-0.01,2020-10
Central Park,Foods,sweet,49,-0.01,2020-10
Central Park,Foods,sweet,33,-0.4,2020-11
Central Park,Foods,sweet,39,-0.4,2020-11
Central Park,Foods,sweet,37,-0.53,2020-12
Central Park,Foods,sweet,35,-0.53,2020-12
Central Park,Foods,savory,44,-0.35,2020-01
Central Park,Foods,savory,42,-0.35,2020-01
Central Park,Foods,savory,46,0.58,2020-02
Central Park,Foods,savory,46,0.58,2020-02
Central Park,Foods,savory,38,-0.89,2020-03
Central Park,Foods,savory,45,-0.89,2020-03
Central Park,Foods,savory,40,-0.61,2020-04
Central Park,Foods,savory,32,-0.61,2020-04
Central Park,Foods,savory,39,0.89,2020-05
Central Park,Foods,savory,35,0.89,2020-05
Central Park,Foods,savory,40,0.16,2020-06
Central Park,Foods,savory,44,0.16,2020-06
Central Park,Foods,savory,35,0.89,2020-07
Central Park,Foods,savory,40,0.89,2020-07
Central Park,Foods,savory,41,-0.76,2020-08
Central Park,Foods,savory,40,-0.76,2020-08
Central Park,Foods,savory,44,0.34,2020-09
Central Park,Foods,savory,43,0.34,2020-09
Central Park,Foods,savory,38,0.04,2020-10
Central Park,Foods,savory,35,0.04,2020-10
Central Park,Foods,savory,36,0.24,2020-11
Central Park,Foods,savory,34,0.24,2020-11
Central Park,Foods,savory,51,0.06,2020-12
Central Park,Foods,savory,48,0.06,2020-12
Central Park,Foods,spicy,38,0.68,2020-01
Central Park,Foods,spicy,40,0.68,2020-01
Central Park,Foods,spicy,36,0.83,2020-02
Central Park,Foods,spicy,31,0.83,2020-02
Central Park,Foods,spicy,27,-0.09,2020-03
Central Park,Foods,spicy,37,-0.09,2020-03
Central Park,Foods,spicy,31,-0.72,2020-04
Central Park,Foods,spicy,35,-0.72,2020-04
Central Park,Foods,spicy,38,0.85,2020-05
Central Park,Foods,spicy,40,0.85,2020-05
Central Park,Foods,spicy,53,-0.41,2020-06
Central Park,Foods,spicy,54,-0.41,2020-06
Central Park,Foods,spicy,33,-0.97,2020-07
Central Park,Foods,spicy,28,-0.97,2020-07
Central Park,Foods,spicy,50,-0.94,2020-08
Central Park,Foods,spicy,51,-0.94,2020-08
Central Park,Foods,spicy,28,0.32,2020-09
Central Park,Foods,spicy,28,0.32,2020-09
Central Park,Foods,spicy,38,-0.99,2020-10
Central Park,Foods,spicy,34,-0.99,2020-10
Central Park,Foods,spicy,45,-0.38,2020-11
Central Park,Foods,spicy,41,-0.38,2020-11
Central Park,Foods,spicy,45,0.9,2020-12
Central Park,Foods,spicy,51,0.9,2020-12
Central Park,Foods,quality,42,-0.39,2020-01
Central Park,Foods,quality,37,-0.67,2020-02
Central Park,Foods,quality,39,-0.47,2020-03
Central Park,Foods,quality,46,0.64,2020-04
Central Park,Foods,quality,41,-0.22,2020-05
Central Park,Foods,quality,37,-0.68,2020-06
Central Park,Foods,quality,33,0.41,2020-07
Central Park,Foods,quality,43,0.98,2020-08
Central Park,Foods,quality,38,0.97,2020-09
Central Park,Foods,quality,44,-0.35,2020-10
Central Park,Foods,quality,35,0.7,2020-11
Central Park,Foods,quality,25,0.51,2020-12
Central Park,Foods,portion,35,-0.62,2020-01
Central Park,Foods,portion,39,-0.94,2020-02
Central Park,Foods,portion,50,-0.83,2020-03
Central Park,Foods,portion,44,-0.15,2020-04
Central Park,Foods,portion,34,-0.82,2020-05
Central Park,Foods,portion,45,0.94,2020-06
Central Park,Foods,portion,36,-0.02,2020-07
Central Park,Foods,portion,27,0.99,2020-08
Central Park,Foods,portion,38,-0.85,2020-09
Central Park,Foods,portion,27,-0.38,2020-10
Central Park,Foods,portion,33,0.09,2020-11
Central Park,Foods,portion,38,0.74,2020-12
Central Park,Foods,price,39,0.62,2020-01
Central Park,Foods,price,36,0.56,2020-02
Central Park,Foods,price,32,-0.58,2020-03
Central Park,Foods,price,31,-0.6,2020-04
Central Park,Foods,price,32,-0.33,2020-05
Central Park,Foods,price,24,0.95,2020-06
Central Park,Foods,price,34,0.05,2020-07
Central Park,Foods,price,39,-0.06,2020-08
Central Park,Foods,price,37,0.01,2020-09
Central Park,Foods,price,22,-0.64,2020-10
Central Park,Foods,price,25,-0.28,2020-11
Central Park,Foods,price,39,0.01,2020-12
Central Park,Foods,variety,33,-0.14,2020-01
Central Park,Foods,variety,32,-0.48,2020-02
Central Park,Foods,variety,36,-0.44,2020-03
Central Park,Foods,variety,29,0.86,2020-04
Central Park,Foods,variety,29,-0.22,2020-05
Central Park,Foods,variety,25,-0.52,2020-06
Central Park,Foods,variety,27,-0.28,2020-07
Central Park,Foods,variety,32,0.78,2020-08
Central Park,Foods,variety,34,0.92,2020-09
Central Park,Foods,variety,28,-0.12,2020-10
Central Park,Foods,variety,26,0.36,2020-11
Central Park,Foods,variety,32,0.01,2020-12
Central Park,Foods,seasonal,31,-0.27,2020-01
Central Park,Foods,seasonal,36,0.41,2020-02
Central Park,Foods,seasonal,35,-0.64,2020-03
Central Park,Foods,seasonal,23,0.38,2020-04
Central Park,Foods,seasonal,39,0.42,2020-05
Central Park,Foods,seasonal,19,-0.86,2020-06
Central Park,Foods,seasonal,27,0.03,2020-07
Central Park,Foods,seasonal,21,-0.44,2020-08
Central Park,Foods,seasonal,25,-0.93,2020-09
Central Park,Foods,seasonal,22,-0.79,2020-10
Central Park,Foods,seasonal,37,-0.34,2020-11
Central Park,Foods,seasonal,26,0.18,2020-12
Central Park,Foods,ingredients,29,0.72,2020-01
Central Park,Foods,ingredients,26,-0.89,2020-02
Central Park,Foods,ingredients,28,-0.27,2020-03
Central Park,Foods,ingredients,24,0.85,2020-04
Central Park,Foods,ingredients,17,-0.91,2020-05
Central Park,Foods,ingredients,38,-0.55,2020-06
Central Park,Foods,ingredients,18,-0.56,2020-07
Central Park,Foods,ingredients,37,0.51,2020-08
Central Park,Foods,ingredients,31,-0.93,2020-09
Central Park,Foods,ingredients,27,-0.16,2020-10
Central Park,Foods,ingredients,23,-0.26,2020-11
Central Park,Foods,ingredients,25,0.53,2020-12
Central Park,Foods,dining,21,0.94,2020-01
Central Park,Foods,dining,18,0.28,2020-02
Central Park,Foods,dining,15,0.46,2020-03
Central Park,Foods,dining,28,0.04,2020-04
Central Park,Foods,dining,16,-0.79,2020-05
Central Park,Foods,dining,24,-0.85,2020-06
Central Park,Foods,dining,29,-0.93,2020-07
Central Park,Foods,dining,26,0.28,2020-08
Central Park,Foods,dining,8,-0.42,2020-09
Central Park,Foods,dining,17,0.11,2020-10
Central Park,Foods,dining,17,-0.89,2020-11
Central Park,Foods,dining,27,-0.84,2020-12
Central Park,Foods,foodcourt,29,-0.96,2020-01
Central Park,Foods,foodcourt,17,0.22,2020-02
Central Park,Foods,foodcourt,24,-0.9,2020-03
Central Park,Foods,foodcourt,24,-0.61,2020-04
Central Park,Foods,foodcourt,20,-0.28,2020-05
Central Park,Foods,foodcourt,13,0.23,2020-06
Central Park,Foods,foodcourt,24,0.46,2020-07
Central Park,Foods,foodcourt,8,0.32,2020-08
Central Park,Foods,foodcourt,13,-0.58,2020-09
Central Park,Foods,foodcourt,14,-0.01,2020-10
Central Park,Foods,foodcourt,30,0.5,2020-11
Central Park,Foods,foodcourt,27,0.4,2020-12
Central Park,Foods,chef,22,0.32,2020-01
Central Park,Foods,chef,28,-0.19,2020-02
Central Park,Foods,chef,13,-0.51,2020-03
Central Park,Foods,chef,27,0.77,2020-04
Central Park,Foods,chef,13,-0.21,2020-05
Central Park,Foods,chef,9,-0.13,2020-06
Central Park,Foods,chef,21,-0.51,2020-07
Central Park,Foods,chef,27,0.93,2020-08
Central Park,Foods,chef,25,-0.12,2020-09
Central Park,Foods,chef,25,-0.97,2020-10
Central Park,Foods,chef,20,0.56,2020-11
Central Park,Foods,chef,28,0.4,2020-12
Central Park,Foods,culinary,9,0.34,2020-01
Central Park,Foods,culinary,14,-0.09,2020-02
Central Park,Foods,culinary,15,-0.61,2020-03
Central Park,Foods,culinary,12,0.66,2020-04
Central Park,Foods,culinary,24,-0.68,2020-05
Central Park,Foods,culinary,12,0.91,2020-07
Central Park,Foods,culinary,23,-0.77,2020-08
Central Park,Foods,culinary,25,0.01,2020-09
Central Park,Foods,culinary,7,-0.9,2020-10
Central Park,Foods,culinary,29,-0.17,2020-11
Central Park,Foods,culinary,24,0.11,2020-12
Central Park,Foods,appetizer,10,0.29,2020-01
Central Park,Foods,appetizer,7,-0.15,2020-02
Central Park,Foods,appetizer,4,-0.8,2020-03
Central Park,Foods,appetizer,16,-0.74,2020-05
Central Park,Foods,appetizer,7,-0.29,2020-06
Central Park,Foods,appetizer,9,-0.2,2020-07
Central Park,Foods,appetizer,4,-0.37,2020-08
Central Park,Foods,appetizer,17,-0.38,2020-09
Central Park,Foods,appetizer,16,0.09,2020-10
Central Park,Foods,appetizer,9,0.26,2020-11
Central Park,Foods,appetizer,4,-0.41,2020-12
Central Park,Foods,beverage,1,-0.2,2020-01
Central Park,Foods,beverage,8,-0.28,2020-03
Central Park,Foods,beverage,11,-0.96,2020-04
Central Park,Foods,beverage,9,0.88,2020-05
Central Park,Foods,beverage,20,0.04,2020-06
Central Park,Foods,beverage,14,-0.97,2020-07
Central Park,Foods,beverage,9,0.13,2020-08
Central Park,Foods,beverage,21,1.0,2020-09
Central Park,Foods,beverage,8,-0.07,2020-10
Central Park,Foods,beverage,18,0.81,2020-11
Central Park,Foods,beverage,12,-0.83,2020-12
Central Park,Foods,homemade,30,-0.75,2020-01
Central Park,Foods,homemade,30,-0.75,2020-01
Central Park,Foods,homemade,33,-0.26,2020-02
Central Park,Foods,homemade,32,-0.26,2020-02
Central Park,Foods,homemade,30,-0.55,2020-03
Central Park,Foods,homemade,30,-0.55,2020-03
Central Park,Foods,homemade,37,0.35,2020-04
Central Park,Foods,homemade,36,0.35,2020-04
Central Park,Foods,homemade,33,-0.57,2020-05
Central Park,Foods,homemade,25,-0.57,2020-05
Central Park,Foods,homemade,33,-0.9,2020-06
Central Park,Foods,homemade,39,-0.9,2020-06
Central Park,Foods,homemade,30,0.23,2020-07
Central Park,Foods,homemade,29,0.23,2020-07
Central Park,Foods,homemade,39,0.6,2020-08
Central Park,Foods,homemade,36,0.6,2020-08
Central Park,Foods,homemade,54,-0.79,2020-09
Central Park,Foods,homemade,55,-0.79,2020-09
Central Park,Foods,homemade,32,-0.08,2020-10
Central Park,Foods,homemade,38,-0.08,2020-10
Central Park,Foods,homemade,35,0.21,2020-11
Central Park,Foods,homemade,30,0.21,2020-11
Central Park,Foods,homemade,31,0.43,2020-12
Central Park,Foods,homemade,29,0.43,2020-12
Central Park,Foods,famous,28,-0.85,2020-01
Central Park,Foods,famous,35,0.58,2020-02
Central Park,Foods,famous,30,0.99,2020-03
Central Park,Foods,famous,34,-0.69,2020-04
Central Park,Foods,famous,30,0.95,2020-05
Central Park,Foods,famous,34,0.54,2020-06
Central Park,Foods,famous,38,0.79,2020-07
Central Park,Foods,famous,33,0.65,2020-08
Central Park,Foods,famous,36,0.11,2020-09
Central Park,Foods,famous,43,0.63,2020-10
Central Park,Foods,famous,31,-0.88,2020-11
Central Park,Foods,famous,52,0.71,2020-12
Central Park,Foods,signature,37,-0.6,2020-01
Central Park,Foods,signature,43,0.27,2020-02
Central Park,Foods,signature,47,0.71,2020-03
Central Park,Foods,signature,36,0.73,2020-04
Central Park,Foods,signature,31,-0.48,2020-05
Central Park,Foods,signature,22,-0.69,2020-06
Central Park,Foods,signature,47,0.01,2020-07
Central Park,Foods,signature,34,-0.15,2020-08
Central Park,Foods,signature,28,0.69,2020-09
Central Park,Foods,signature,27,0.17,2020-10
Central Park,Foods,signature,39,-0.97,2020-11
Central Park,Foods,signature,40,0.59,2020-12
Central Park,Foods,fusion,31,0.2,2020-01
Central Park,Foods,fusion,31,-0.26,2020-02
Central Park,Foods,fusion,25,0.03,2020-03
Central Park,Foods,fusion,33,-0.86,2020-04
Central Park,Foods,fusion,29,0.92,2020-05
Central Park,Foods,fusion,29,0.98,2020-06
Central Park,Foods,fusion,30,-0.06,2020-07
Central Park,Foods,fusion,26,-0.73,2020-08
Central Park,Foods,fusion,35,-0.18,2020-09
Central Park,Foods,fusion,24,0.17,2020-10
Central Park,Foods,fusion,42,-0.54,2020-11
Central Park,Foods,fusion,38,0.27,2020-12
Central Park,Foods,street_food,32,-0.87,2020-01
Central Park,Foods,street_food,29,0.04,2020-02
Central Park,Foods,street_food,25,-0.01,2020-03
Central Park,Foods,street_food,30,0.66,2020-04
Central Park,Foods,street_food,31,0.98,2020-05
Central Park,Foods,street_food,24,-0.72,2020-06
Central Park,Foods,street_food,26,-0.02,2020-07
Central Park,Foods,street_food,40,0.53,2020-08
Central Park,Foods,street_food,37,0.62,2020-09
Central Park,Foods,street_food,37,0.06,2020-10
Central Park,Foods,street_food,20,0.72,2020-11
Central Park,Foods,street_food,30,0.07,2020-12
Central Park,Atmospheres,ambiance,66,-0.87,2020-01
Central Park,Atmospheres,ambiance,64,-0.87,2020-01
Central Park,Atmospheres,ambiance,59,-0.87,2020-01
Central Park,Atmospheres,ambiance,59,-0.21,2020-02
Central Park,Atmospheres,ambiance,55,-0.21,2020-02
Central Park,Atmospheres,ambiance,57,-0.21,2020-02
Central Park,Atmospheres,ambiance,47,0.64,2020-03
Central Park,Atmospheres,ambiance,48,0.64,2020-03
Central Park,Atmospheres,ambiance,49,0.64,2020-03
Central Park,Atmospheres,ambiance,64,-0.35,2020-04
Central Park,Atmospheres,ambiance,66,-0.35,2020-04
Central Park,Atmospheres,ambiance,63,-0.35,2020-04
Central Park,Atmospheres,ambiance,62,-0.01,2020-05
Central Park,Atmospheres,ambiance,66,-0.01,2020-05
Central Park,Atmospheres,ambiance,62,-0.01,2020-05
Central Park,Atmospheres,ambiance,59,0.36,2020-06
Central Park,Atmospheres,ambiance,60,0.36,2020-06
Central Park,Atmospheres,ambiance,56,0.36,2020-06
Central Park,Atmospheres,ambiance,57,0.73,2020-07
Central Park,Atmospheres,ambiance,58,0.73,2020-07
Central Park,Atmospheres,ambiance,56,0.73,2020-07
Central Park,Atmospheres,ambiance,66,0.2,2020-08
Central Park,Atmospheres,ambiance,69,0.2,2020-08
Central Park,Atmospheres,ambiance,64,0.2,2020-08
Central Park,Atmospheres,ambiance,54,0.34,2020-09
Central Park,Atmospheres,ambiance,55,0.34,2020-09
Central Park,Atmospheres,ambiance,52,0.34,2020-09
Central Park,Atmospheres,ambiance,63,0.86,2020-10
Central Park,Atmospheres,ambiance,62,0.86,2020-10
Central Park,Atmospheres,ambiance,59,0.86,2020-10
Central Park,Atmospheres,ambiance,69,-0.38,2020-11
Central Park,Atmospheres,ambiance,59,-0.38,2020-11
Central Park,Atmospheres,ambiance,69,-0.38,2020-11
Central Park,Atmospheres,ambiance,54,-0.43,2020-12
Central Park,Atmospheres,ambiance,50,-0.43,2020-12
Central Park,Atmospheres,ambiance,55,-0.43,2020-12
Central Park,Atmospheres,peaceful,61,0.91,2020-01
Central Park,Atmospheres,peaceful,63,0.91,2020-01
Central Park,Atmospheres,peaceful,53,0.83,2020-02
Central Park,Atmospheres,peaceful,63,0.83,2020-02
Central Park,Atmospheres,peaceful,53,-0.32,2020-03
Central Park,Atmospheres,peaceful,59,-0.32,2020-03
Central Park,Atmospheres,peaceful,51,-0.47,2020-04
Central Park,Atmospheres,peaceful,57,-0.47,2020-04
Central Park,Atmospheres,peaceful,50,-0.87,2020-05
Central Park,Atmospheres,peaceful,55,-0.87,2020-05
Central Park,Atmospheres,peaceful,61,-0.64,2020-06
Central Park,Atmospheres,peaceful,64,-0.64,2020-06
Central Park,Atmospheres,peaceful,49,-0.17,2020-07
Central Park,Atmospheres,peaceful,54,-0.17,2020-07
Central Park,Atmospheres,peaceful,42,-0.48,2020-08
Central Park,Atmospheres,peaceful,50,-0.48,2020-08
Central Park,Atmospheres,peaceful,56,0.89,2020-09
Central Park,Atmospheres,peaceful,51,0.89,2020-09
Central Park,Atmospheres,peaceful,49,-0.3,2020-10
Central Park,Atmospheres,peaceful,51,-0.3,2020-10
Central Park,Atmospheres,peaceful,49,-0.27,2020-11
Central Park,Atmospheres,peaceful,50,-0.27,2020-11
Central Park,Atmospheres,peaceful,66,0.64,2020-12
Central Park,Atmospheres,peaceful,66,0.64,2020-12
Central Park,Atmospheres,quiet,54,0.68,2020-01
Central Park,Atmospheres,quiet,53,0.68,2020-01
Central Park,Atmospheres,quiet,42,-0.29,2020-02
Central Park,Atmospheres,quiet,41,-0.29,2020-02
Central Park,Atmospheres,quiet,40,-0.1,2020-03
Central Park,Atmospheres,quiet,40,-0.1,2020-03
Central Park,Atmospheres,quiet,56,0.01,2020-04
Central Park,Atmospheres,quiet,59,0.01,2020-04
Central Park,Atmospheres,quiet,51,0.08,2020-05
Central Park,Atmospheres,quiet,55,0.08,2020-05
Central Park,Atmospheres,quiet,55,-0.23,2020-06
Central Park,Atmospheres,quiet,54,-0.23,2020-06
Central Park,Atmospheres,quiet,50,0.02,2020-07
Central Park,Atmospheres,quiet,56,0.02,2020-07
Central Park,Atmospheres,quiet,49,-0.33,2020-08
Central Park,Atmospheres,quiet,39,-0.33,2020-08
Central Park,Atmospheres,quiet,45,0.05,2020-09
Central Park,Atmospheres,quiet,41,0.05,2020-09
Central Park,Atmospheres,quiet,62,-0.89,2020-10
Central Park,Atmospheres,quiet,64,-0.89,2020-10
Central Park,Atmospheres,quiet,50,0.44,2020-11
Central Park,Atmospheres,quiet,49,0.44,2020-11
Central Park,Atmospheres,quiet,52,-0.37,2020-12
Central Park,Atmospheres,quiet,48,-0.37,2020-12
Central Park,Atmospheres,crowded,57,0.27,2020-01
Central Park,Atmospheres,crowded,57,0.27,2020-01
Central Park,Atmospheres,crowded,40,0.1,2020-02
Central Park,Atmospheres,crowded,50,0.1,2020-02
Central Park,Atmospheres,crowded,40,-0.53,2020-03
Central Park,Atmospheres,crowded,36,-0.53,2020-03
Central Park,Atmospheres,crowded,56,-0.73,2020-04
Central Park,Atmospheres,crowded,59,-0.73,2020-04
Central Park,Atmospheres,crowded,47,-0.18,2020-05
Central Park,Atmospheres,crowded,52,-0.18,2020-05
Central Park,Atmospheres,crowded,60,0.85,2020-06
Central Park,Atmospheres,crowded,63,0.85,2020-06
Central Park,Atmospheres,crowded,47,-0.63,2020-07
Central Park,Atmospheres,crowded,49,-0.63,2020-07
Central Park,Atmospheres,crowded,44,0.74,2020-08
Central Park,Atmospheres,crowded,42,0.74,2020-08
Central Park,Atmospheres,crowded,41,-0.38,2020-09
Central Park,Atmospheres,crowded,45,-0.38,2020-09
Central Park,Atmospheres,crowded,53,0.28,2020-10
Central Park,Atmospheres,crowded,49,0.28,2020-10
Central Park,Atmospheres,crowded,39,-0.23,2020-11
Central Park,Atmospheres,crowded,37,-0.23,2020-11
Central Park,Atmospheres,crowded,57,-0.6,2020-12
Central Park,Atmospheres,crowded,55,-0.6,2020-12
Central Park,Atmospheres,lively,50,-0.69,2020-01
Central Park,Atmospheres,lively,47,-0.69,2020-01
Central Park,Atmospheres,lively,40,-0.75,2020-02
Central Park,Atmospheres,lively,39,-0.75,2020-02
Central Park,Atmospheres,lively,47,0.9,2020-03
Central Park,Atmospheres,lively,45,0.9,2020-03
Central Park,Atmospheres,lively,52,0.73,2020-04
Central Park,Atmospheres,lively,51,0.73,2020-04
Central Park,Atmospheres,lively,49,0.16,2020-05
Central Park,Atmospheres,lively,48,0.16,2020-05
Central Park,Atmospheres,lively,38,-0.05,2020-06
Central Park,Atmospheres,lively,36,-0.05,2020-06
Central Park,Atmospheres,lively,48,0.56,2020-07
Central Park,Atmospheres,lively,46,0.56,2020-07
Central Park,Atmospheres,lively,32,-0.52,2020-08
Central Park,Atmospheres,lively,40,-0.52,2020-08
Central Park,Atmospheres,lively,45,0.47,2020-09
Central Park,Atmospheres,lively,42,0.47,2020-09
Central Park,Atmospheres,lively,39,0.73,2020-10
Central Park,Atmospheres,lively,44,0.73,2020-10
Central Park,Atmospheres,lively,49,-0.55,2020-11
Central Park,Atmospheres,lively,49,-0.55,2020-11
Central Park,Atmospheres,lively,48,-0.86,2020-12
Central Park,Atmospheres,lively,41,-0.86,2020-12
Central Park,Atmospheres,relaxing,40,0.47,2020-01
Central Park,Atmospheres,relaxing,34,0.47,2020-01
Central Park,Atmospheres,relaxing,47,0.44,2020-02
Central Park,Atmospheres,relaxing,48,0.44,2020-02
Central Park,Atmospheres,relaxing,40,0.96,2020-03
Central Park,Atmospheres,relaxing,37,0.96,2020-03
Central Park,Atmospheres,relaxing,40,0.65,2020-04
Central Park,Atmospheres,relaxing,46,0.65,2020-04
Central Park,Atmospheres,relaxing,47,-0.92,2020-05
Central Park,Atmospheres,relaxing,48,-0.92,2020-05
Central Park,Atmospheres,relaxing,46,-0.15,2020-06
Central Park,Atmospheres,relaxing,50,-0.15,2020-06
Central Park,Atmospheres,relaxing,34,0.16,2020-07
Central Park,Atmospheres,relaxing,32,0.16,2020-07
Central Park,Atmospheres,relaxing,40,0.63,2020-08
Central Park,Atmospheres,relaxing,39,0.63,2020-08
Central Park,Atmospheres,relaxing,43,-0.8,2020-09
Central Park,Atmospheres,relaxing,41,-0.8,2020-09
Central Park,Atmospheres,relaxing,40,-0.94,2020-10
Central Park,Atmospheres,relaxing,31,-0.94,2020-10
Central Park,Atmospheres,relaxing,43,0.02,2020-11
Central Park,Atmospheres,relaxing,46,0.02,2020-11
Central Park,Atmospheres,relaxing,53,0.88,2020-12
Central Park,Atmospheres,relaxing,55,0.88,2020-12
Central Park,Atmospheres,cozy,44,0.47,2020-01
Central Park,Atmospheres,cozy,43,0.47,2020-01
Central Park,Atmospheres,cozy,49,-0.08,2020-02
Central Park,Atmospheres,cozy,51,-0.08,2020-02
Central Park,Atmospheres,cozy,32,-0.68,2020-03
Central Park,Atmospheres,cozy,30,-0.68,2020-03
Central Park,Atmospheres,cozy,47,0.85,2020-04
Central Park,Atmospheres,cozy,50,0.85,2020-04
